
---------- Begin Simulation Statistics ----------
simSeconds                                  11.575426                       # Number of seconds simulated (Second)
simTicks                                 11575426159000                       # Number of ticks simulated (Tick)
finalTick                                11575426159000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 132984.63                       # Real time elapsed on the host (Second)
hostTickRate                                 87043339                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   17003392                       # Number of bytes of host memory used (Byte)
simInsts                                  31510968256                       # Number of instructions simulated (Count)
simOps                                    31510970532                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   236952                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     236952                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                      11575426200                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.367346                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.722230                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     31776365717                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   561222                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    31696890317                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                2823485                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            265956406                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         191787109                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               74751                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples         11570222243                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.739523                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.494139                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.ras.squashes           19889161                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu.branchPred.ras.used               61289510                       # Number of times the RAS is the provider (Count)
system.cpu.branchPred.ras.correct            61289161                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu.branchPred.ras.incorrect               349                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu.commit.commitSquashedInsts       264795156                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls          486471                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts          18516273                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples  11523305759                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.734543                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     3.394468                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0      5655822059     49.08%     49.08% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1      1100854844      9.55%     58.63% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2       481567370      4.18%     62.81% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3       407440732      3.54%     66.35% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4       344580771      2.99%     69.34% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5       231226815      2.01%     71.35% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6       252410781      2.19%     73.54% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7       219482189      1.90%     75.44% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8      2829920198     24.56%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total  11523305759                       # Number of insts commited each cycle (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                        3864                       # Number of memory barriers committed (Count)
system.cpu.commit.functionCalls              61289514                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass       482002      0.00%      0.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu  11617253879     36.87%     36.87% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult      4249449      0.01%     36.88% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv         6611      0.00%     36.88% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd   2741993012      8.70%     45.58% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp    341417713      1.08%     46.67% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt    834172677      2.65%     49.31% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult   2476331406      7.86%     57.17% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc   2571685745      8.16%     65.33% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv    243490494      0.77%     66.11% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc    262298234      0.83%     66.94% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt     27104932      0.09%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMatMultAcc            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Matrix            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixMov            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixOP            0      0.00%     67.03% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead   1500812215      4.76%     71.79% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite    353349009      1.12%     72.91% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead   6814937731     21.63%     94.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite   1721385423      5.46%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdExt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdConfig            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total  31510970532                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples    2829920198                       # number cycles where commit BW limit reached (Cycle)
system.cpu.commitStats0.numInsts          31510968256                       # Number of instructions committed (thread level) (Count)
system.cpu.commitStats0.numOps            31510970532                       # Number of ops (including micro ops) committed (thread level) (Count)
system.cpu.commitStats0.numInstsNotNOP    31510968256                       # Number of instructions committed excluding NOPs or prefetches (Count)
system.cpu.commitStats0.numOpsNotNOP      31510970532                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.commitStats0.cpi                  0.367346                       # CPI: cycles per instruction (thread level) ((Cycle/Count))
system.cpu.commitStats0.ipc                  2.722230                       # IPC: instructions per cycle (thread level) ((Count/Cycle))
system.cpu.commitStats0.numMemRefs        10390484378                       # Number of memory references committed (Count)
system.cpu.commitStats0.numFpInsts        18034817367                       # Number of float instructions (Count)
system.cpu.commitStats0.numIntInsts       22860365199                       # Number of integer instructions (Count)
system.cpu.commitStats0.numLoadInsts       8315747504                       # Number of load instructions (Count)
system.cpu.commitStats0.numStoreInsts      2074734432                       # Number of store instructions (Count)
system.cpu.commitStats0.numVecInsts                 0                       # Number of vector instructions (Count)
system.cpu.commitStats0.committedInstType::No_OpClass       482002      0.00%      0.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntAlu  11617253879     36.87%     36.87% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntMult      4249449      0.01%     36.88% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntDiv         6611      0.00%     36.88% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatAdd   2741993012      8.70%     45.58% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCmp    341417713      1.08%     46.67% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCvt    834172677      2.65%     49.31% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMult   2476331406      7.86%     57.17% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMultAcc   2571685745      8.16%     65.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatDiv    243490494      0.77%     66.11% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMisc    262298234      0.83%     66.94% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatSqrt     27104932      0.09%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAdd            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAddAcc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAlu            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCmp            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCvt            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMisc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMult            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMultAcc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMatMultAcc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShift            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShiftAcc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDiv            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSqrt            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAdd            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAlu            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCmp            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCvt            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatDiv            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMisc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMult            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMultAcc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMatMultAcc            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatSqrt            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAdd            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAlu            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceCmp            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceAdd            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceCmp            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAes            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAesMix            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash2            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash2            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma2            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma3            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdPredAlu            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Matrix            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixMov            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixOP            0      0.00%     67.03% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemRead   1500812215      4.76%     71.79% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemWrite    353349009      1.12%     72.91% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemRead   6814937731     21.63%     94.54% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemWrite   1721385423      5.46%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IprAccess            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::InstPrefetch            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total  31510970532                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl   1530414426                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl   1468542419                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl     61872007                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl   1347436411                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl    182978015                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall     61289514                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn     61289510                       # Class of control type instructions committed (Count)
system.cpu.dcache.demandHits::cpu.data     9902013290                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total        9902013290                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data    9902013290                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total       9902013290                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data    347836957                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total       347836957                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data    347836957                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total      347836957                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data 17083131829885                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total 17083131829885                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data 17083131829885                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total 17083131829885                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data  10249850247                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total   10249850247                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data  10249850247                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total  10249850247                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.033936                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.033936                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.033936                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.033936                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 49112.469179                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 49112.469179                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 49112.469179                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 49112.469179                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs      7359626                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets       483123                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs      2358951                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets        20610                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs       3.119872                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets    23.441194                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks    422029627                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total         422029627                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data    212925797                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total     212925797                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data    212925797                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total    212925797                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data    134911160                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total    134911160                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data    134911160                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.dcache.prefetcher    746914515                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total    881825675                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data 4933852791374                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total 4933852791374                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data 4933852791374                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.dcache.prefetcher 18620984554339                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total 23554837345713                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.013162                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.013162                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.013162                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.dcache.prefetcher          inf                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.086033                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 36571.124223                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 36571.124223                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 36571.124223                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.dcache.prefetcher 24930.543162                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 26711.444238                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements              880739299                       # number of replacements (Count)
system.cpu.dcache.HardPFReq.mshrMisses::cpu.dcache.prefetcher    746914515                       # number of HardPFReq MSHR misses (Count)
system.cpu.dcache.HardPFReq.mshrMisses::total    746914515                       # number of HardPFReq MSHR misses (Count)
