
---------- Begin Simulation Statistics ----------
simSeconds                                   9.060983                       # Number of seconds simulated (Second)
simTicks                                 9060982533000                       # Number of ticks simulated (Tick)
finalTick                                9060982533000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248929.58                       # Real time elapsed on the host (Second)
hostTickRate                                 36399783                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16946868                       # Number of bytes of host memory used (Byte)
simInsts                                  76548073899                       # Number of instructions simulated (Count)
simOps                                    76548078745                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   307509                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     307509                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                      9060983146                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                    40659848222                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   11859                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                   39579462986                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued              48705530                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined          2387233071                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined       2024392024                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               2087                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples         9058092970                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              4.369514                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.660067                       # Number of insts issued each cycle (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total          9058092970                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.branchRate                 0.220910                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetch.rate                       4.716160                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.icache.demandHits::cpu0.inst   3878470419                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total       3878470419                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst   3878470419                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total      3878470419                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst     37272292                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total       37272292                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst     37272292                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total      37272292                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst 525217123000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total 525217123000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst 525217123000                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total 525217123000                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst   3915742711                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total   3915742711                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst   3915742711                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total   3915742711                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.009519                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.009519                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.009519                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.009519                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 14091.355664                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 14091.355664                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 14091.355664                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 14091.355664                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs           nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks     35404006                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total         35404006                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst      1867774                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total      1867774                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst      1867774                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total      1867774                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst     35404518                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total     35404518                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst     35404518                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total     35404518                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst 480302814000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total 480302814000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst 480302814000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total 480302814000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.009042                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.009042                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.009042                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.009042                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 13566.144694                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 13566.144694                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 13566.144694                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 13566.144694                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements              35404006                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst   3878470419                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total     3878470419                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst     37272292                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total     37272292                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst 525217123000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total 525217123000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst   3915742711                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total   3915742711                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.009519                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.009519                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 14091.355664                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 14091.355664                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst      1867774                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total      1867774                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst     35404518                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total     35404518                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst 480302814000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total 480302814000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.009042                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.009042                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 13566.144694                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 13566.144694                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED 9060982533000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.prefetcher.demandMshrMisses     35404518                       # demands not covered by prefetchs (Count)
system.cpu0.icache.prefetcher.pfIssued              0                       # number of hwpf issued (Count)
system.cpu0.icache.prefetcher.pfUseful              0                       # number of useful prefetch (Count)
system.cpu0.icache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu0.icache.prefetcher.accuracy            nan                       # accuracy of the prefetcher (Count)
system.cpu0.icache.prefetcher.coverage              0                       # coverage brought by this prefetcher (Count)
system.cpu0.icache.prefetcher.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu0.icache.prefetcher.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu0.icache.prefetcher.pfHitInWB             0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu0.icache.prefetcher.pfLate                0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu0.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified (Count)
system.cpu0.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu0.icache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu0.icache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu0.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu0.icache.prefetcher.pfSpanPage            0                       # number of prefetches that crossed the page (Count)
system.cpu0.icache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu0.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 9060982533000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          511.998701                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs          3913874937                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs          35404518                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs            110.547330                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              79000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   511.998701                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.999997                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.999997                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0           26                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1           81                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::2          400                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::3            5                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses       31361346206                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses      31361346206                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 9060982533000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                 77396962                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                 472441205                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                45105891                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts           40659860081                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts            10863645                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts              9890867742                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts             3293282165                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                 6903                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                  4340321                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                37721516                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents       4705060                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect      57902041                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect     33938350                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts            91840391                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit             39265423707                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount            39199823329                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst              30307635207                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst              39916418370                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       4.326222                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.759277                       # Average fanout of values written-back ((Count/Count))
system.cpu0.lsq0.forwLoads                  269479767                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads              573284049                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses              584958                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation            4705060                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores             199820085                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads             4160941                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache                 39999                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples        9317583681                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean             3.799584                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev           11.556590                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9            9165398444     98.37%     98.37% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19            36288429      0.39%     98.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29             9523475      0.10%     98.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39             7195926      0.08%     98.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49             5372509      0.06%     98.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59             5212537      0.06%     99.05% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::60-69            20602363      0.22%     99.27% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79            13152490      0.14%     99.41% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89            18051694      0.19%     99.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::90-99             9385110      0.10%     99.71% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::100-109           4066810      0.04%     99.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119           1845948      0.02%     99.77% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129           2325857      0.02%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139           3151620      0.03%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149           2981368      0.03%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159           2590881      0.03%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::160-169           2129580      0.02%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::170-179           1161293      0.01%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::180-189            925250      0.01%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::190-199            913563      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::200-209           1010486      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::210-219            600953      0.01%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229            510815      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::230-239            315914      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249            253656      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::250-259            208011      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269            185816      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279            181012      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289            193337      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299            192803      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows         1655731      0.02%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value            1322                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total          9317583681                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.readHits                        0                       # read hits (Count)
system.cpu0.mmu.dtb.readMisses                      0                       # read misses (Count)
system.cpu0.mmu.dtb.readAccesses                    0                       # read accesses (Count)
system.cpu0.mmu.dtb.writeHits                       0                       # write hits (Count)
system.cpu0.mmu.dtb.writeMisses                     0                       # write misses (Count)
system.cpu0.mmu.dtb.writeAccesses                   0                       # write accesses (Count)
system.cpu0.mmu.dtb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu0.mmu.dtb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu0.mmu.dtb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 9060982533000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.readHits                        0                       # read hits (Count)
system.cpu0.mmu.itb.readMisses                      0                       # read misses (Count)
system.cpu0.mmu.itb.readAccesses                    0                       # read accesses (Count)
system.cpu0.mmu.itb.writeHits                       0                       # write hits (Count)
system.cpu0.mmu.itb.writeMisses                     0                       # write misses (Count)
system.cpu0.mmu.itb.writeAccesses                   0                       # write accesses (Count)
system.cpu0.mmu.itb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu0.mmu.itb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu0.mmu.itb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 9060982533000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON 9060982533000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles              77396962                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles              1282600814                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles              688957398                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles        219055                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles               5825130328                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles           1183788413                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts           41419384860                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents             23389636                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents             475769447                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents             441941332                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents             110988423                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands        36283708708                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                62265486174                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups             61767956746                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                 20726099                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps          33693985198                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps              2589723469                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                   3591                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing               3600                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts               2736901509                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                     46216807451                       # The number of ROB reads (Count)
system.cpu0.rob.writes                    81663483805                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts             38272624555                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps               38272626978                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                  844                       # Number of system calls (Count)
system.cpu1.numCycles                      9060983140                       # Number of cpu cycles simulated (Cycle)
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                    40663529704                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                   11853                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                   39582719586                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued              48807428                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined          2388089764                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined       2025031320                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved               2081                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples         9058128736                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              4.369856                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             2.659961                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0               1409348620     15.56%     15.56% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                573299142      6.33%     21.89% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                481052811      5.31%     27.20% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                484486250      5.35%     32.55% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4               1082746466     11.95%     44.50% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5               1143459935     12.62%     57.12% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6               1798952943     19.86%     76.98% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::7                926407677     10.23%     87.21% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::8               1158374892     12.79%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::total           9058128736                       # Number of insts issued each cycle (Count)
system.cpu1.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntAlu             1335705458     45.10%     45.10% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntMult              85419770      2.88%     47.99% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntDiv                1874814      0.06%     48.05% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatAdd                    0      0.00%     48.05% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCmp                    0      0.00%     48.05% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCvt                    0      0.00%     48.05% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMult                3461      0.00%     48.05% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMultAcc           494047      0.02%     48.07% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatDiv                    9      0.00%     48.07% # attempts to use FU when none available (Count)
