
---------- Begin Simulation Statistics ----------
simSeconds                                   3.040610                       # Number of seconds simulated (Second)
simTicks                                 3040609526000                       # Number of ticks simulated (Tick)
finalTick                                3040609526000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248928.30                       # Real time elapsed on the host (Second)
hostTickRate                                 12214801                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   17139996                       # Number of bytes of host memory used (Byte)
simInsts                                  10693482148                       # Number of instructions simulated (Count)
simOps                                    10693664387                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    42958                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      42959                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                      3040609622                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                     5531107710                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                 3227933                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                    5582686621                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued               7864796                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined           189580614                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined        133441587                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved             157522                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples         3035792185                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.838955                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.052102                       # Number of insts issued each cycle (Count)
system.cpu0.dcache.prefetcher.pfLate         36354483                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu0.dcache.prefetcher.pfIdentified     81801317                       # number of prefetch candidates identified (Count)
system.cpu0.dcache.prefetcher.pfBufferHit     22805354                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu0.dcache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu0.dcache.prefetcher.pfRemovedDemand      1547471                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu0.dcache.prefetcher.pfRemovedFull        46322                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu0.dcache.prefetcher.pfSpanPage     89722111                       # number of prefetches that crossed the page (Count)
system.cpu0.dcache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu0.dcache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 3040609526000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.tags.tagsInUse          511.995220                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dcache.tags.totalRefs           743339269                       # Total number of references to valid blocks. (Count)
system.cpu0.dcache.tags.sampledRefs          75958964                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs              9.786064                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick             230000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.data   394.890544                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.occupancies::cpu0.dcache.prefetcher   117.104676                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.data     0.771271                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.dcache.prefetcher     0.228720                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.999991                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1022          338                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.occupanciesTaskId::1024          174                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1022::0          327                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1022::1           11                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::0          172                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::1            2                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1022     0.660156                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.ratioOccsTaskId::1024     0.339844                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses       13210458788                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses      13210458788                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 3040609526000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.decode.idleCycles               176832916                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles           2047390249                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles                496631491                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles            306663577                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles               8273952                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved           298520712                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred               327346                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts            5639682028                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts              1277557                       # Number of squashed instructions handled by decode (Count)
system.cpu0.fetch.icacheStallCycles          49262733                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu0.fetch.insts                    5785321543                       # Number of instructions fetch has processed (Count)
system.cpu0.fetch.branches                  477575381                       # Number of branches that fetch encountered (Count)
system.cpu0.fetch.predictedBranches         330915921                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                   2977942877                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles               17173030                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.tlbCycles                         3                       # Number of cycles fetch has spent waiting for tlb (Cycle)
system.cpu0.fetch.miscStallCycles                   5                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles           52                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.cacheLines                557365852                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes              1019280                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples        3035792185                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             1.905770                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            2.955474                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0              1920398072     63.26%     63.26% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1               101577270      3.35%     66.60% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2               148874228      4.90%     71.51% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3               107769815      3.55%     75.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4               149223276      4.92%     79.97% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                70842143      2.33%     82.31% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                59314909      1.95%     84.26% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                66445673      2.19%     86.45% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8               411346799     13.55%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total          3035792185                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.branchRate                 0.157066                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetch.rate                       1.902685                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.icache.demandHits::cpu0.inst    553653274                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total        553653274                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst    553653274                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total       553653274                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst      3712578                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total        3712578                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst      3712578                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total       3712578                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst  73957081000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total  73957081000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst  73957081000                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total  73957081000                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst    557365852                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total    557365852                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst    557365852                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total    557365852                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.006661                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.006661                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.006661                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.006661                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 19920.680724                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 19920.680724                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 19920.680724                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 19920.680724                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs           nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks      3531307                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total          3531307                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst       180757                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total       180757                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst       180757                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total       180757                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst      3531821                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total      3531821                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst      3531821                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total      3531821                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst  63376748000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total  63376748000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst  63376748000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total  63376748000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.006337                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.006337                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.006337                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.006337                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 17944.496055                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 17944.496055                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 17944.496055                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 17944.496055                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements               3531307                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst    553653274                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total      553653274                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst      3712578                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total      3712578                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst  73957081000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total  73957081000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst    557365852                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total    557365852                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.006661                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.006661                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 19920.680724                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 19920.680724                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst       180757                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total       180757                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst      3531821                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total      3531821                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst  63376748000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total  63376748000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.006337                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.006337                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 17944.496055                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 17944.496055                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED 3040609526000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.prefetcher.demandMshrMisses      3531821                       # demands not covered by prefetchs (Count)
system.cpu0.icache.prefetcher.pfIssued              0                       # number of hwpf issued (Count)
system.cpu0.icache.prefetcher.pfUseful              0                       # number of useful prefetch (Count)
system.cpu0.icache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu0.icache.prefetcher.accuracy            nan                       # accuracy of the prefetcher (Count)
system.cpu0.icache.prefetcher.coverage              0                       # coverage brought by this prefetcher (Count)
system.cpu0.icache.prefetcher.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu0.icache.prefetcher.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu0.icache.prefetcher.pfHitInWB             0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu0.icache.prefetcher.pfLate                0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu0.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified (Count)
system.cpu0.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu0.icache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu0.icache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu0.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu0.icache.prefetcher.pfSpanPage            0                       # number of prefetches that crossed the page (Count)
system.cpu0.icache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu0.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 3040609526000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          511.995907                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs           557185095                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs           3531821                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs            157.761420                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              79000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   511.995907                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.999992                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.999992                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0            3                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::2          116                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::3           22                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::4          371                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses        4462458637                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses       4462458637                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 3040609526000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                  8273952                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                 153440605                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles               241083992                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts            5534335643                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts             2397745                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts              1114223397                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts              465112364                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts              3068967                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                  9200815                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents               220161141                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents        153218                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect       5875706                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect      3975401                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts             9851107                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit              5439810483                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount             5436869422                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst               3699503324                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst               4742584747                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       1.788085                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.780061                       # Average fanout of values written-back ((Count/Count))
system.cpu0.lsq0.forwLoads                   24519204                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads               35483225                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses               45647                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation             153218                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores              17169307                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads               27299                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache                567914                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples        1078740165                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean            14.157767                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev           39.698926                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9             946403832     87.73%     87.73% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19            12374796      1.15%     88.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29             5093337      0.47%     89.35% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39             5226978      0.48%     89.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49             4388168      0.41%     90.24% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59             4244304      0.39%     90.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::60-69             7264514      0.67%     91.31% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79            15423095      1.43%     92.74% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89             9808842      0.91%     93.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::90-99            12117024      1.12%     94.77% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::100-109          10909147      1.01%     95.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119          10462565      0.97%     96.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129           6910753      0.64%     97.39% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139           8218812      0.76%     98.16% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149           3815332      0.35%     98.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159           2805745      0.26%     98.77% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::160-169           1753417      0.16%     98.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::170-179           1464950      0.14%     99.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::180-189           1457042      0.14%     99.20% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::190-199            904382      0.08%     99.29% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::200-209            802330      0.07%     99.36% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::210-219            709873      0.07%     99.43% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229            629882      0.06%     99.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::230-239            512616      0.05%     99.53% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249            484162      0.04%     99.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::250-259            393389      0.04%     99.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269            458489      0.04%     99.66% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279            432777      0.04%     99.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289            334872      0.03%     99.73% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299            368920      0.03%     99.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows         2565820      0.24%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value            2222                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total          1078740165                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.readHits                        0                       # read hits (Count)
system.cpu0.mmu.dtb.readMisses                      0                       # read misses (Count)
system.cpu0.mmu.dtb.readAccesses                    0                       # read accesses (Count)
system.cpu0.mmu.dtb.writeHits                       0                       # write hits (Count)
system.cpu0.mmu.dtb.writeMisses                     0                       # write misses (Count)
system.cpu0.mmu.dtb.writeAccesses                   0                       # write accesses (Count)
system.cpu0.mmu.dtb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu0.mmu.dtb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu0.mmu.dtb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 3040609526000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.readHits                        0                       # read hits (Count)
