
---------- Begin Simulation Statistics ----------
simSeconds                                   7.500691                       # Number of seconds simulated (Second)
simTicks                                 7500690643000                       # Number of ticks simulated (Tick)
finalTick                                7500690643000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248929.38                       # Real time elapsed on the host (Second)
hostTickRate                                 30131802                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16954872                       # Number of bytes of host memory used (Byte)
simInsts                                  21755382032                       # Number of instructions simulated (Count)
simOps                                    21755411970                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    87396                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      87396                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                      7500690654                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                    10928614954                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  272598                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                   11410978197                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued               2278502                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            52628935                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         40647131                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               4797                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples         7496705942                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.522132                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.969890                       # Number of insts issued each cycle (Count)
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 47164.095275                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 47164.095275                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs           nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks       258410                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total           258410                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst        17579                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total        17579                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst        17579                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total        17579                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst       258925                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total       258925                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst       258925                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total       258925                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst  12040567000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total  12040567000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst  12040567000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total  12040567000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.000280                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.000280                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.000280                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.000280                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 46502.141547                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 46502.141547                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 46502.141547                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 46502.141547                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements                258410                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst    923890836                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total      923890836                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst       276504                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total       276504                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst  13041061000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total  13041061000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst    924167340                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total    924167340                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.000299                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.000299                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 47164.095275                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 47164.095275                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst        17579                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total        17579                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst       258925                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total       258925                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst  12040567000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total  12040567000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.000280                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.000280                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 46502.141547                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 46502.141547                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED 7500690643000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.prefetcher.demandMshrMisses       258925                       # demands not covered by prefetchs (Count)
system.cpu0.icache.prefetcher.pfIssued              0                       # number of hwpf issued (Count)
system.cpu0.icache.prefetcher.pfUseful              0                       # number of useful prefetch (Count)
system.cpu0.icache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu0.icache.prefetcher.accuracy            nan                       # accuracy of the prefetcher (Count)
system.cpu0.icache.prefetcher.coverage              0                       # coverage brought by this prefetcher (Count)
system.cpu0.icache.prefetcher.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu0.icache.prefetcher.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu0.icache.prefetcher.pfHitInWB             0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu0.icache.prefetcher.pfLate                0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu0.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified (Count)
system.cpu0.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu0.icache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu0.icache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu0.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu0.icache.prefetcher.pfSpanPage            0                       # number of prefetches that crossed the page (Count)
system.cpu0.icache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu0.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 7500690643000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          511.998253                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs           924149761                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs            258925                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs           3569.179342                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              79000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   511.998253                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.999997                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.999997                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::2           71                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::3          169                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::4          272                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses        7393597645                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses       7393597645                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 7500690643000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                  4107910                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                 356166398                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles              1000759476                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts           10928887552                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts             2824665                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts              2840362525                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts              733732163                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts               241857                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                 20242417                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents               959118908                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents         97049                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect       3516978                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect       493864                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts             4010842                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit             10900830539                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount            10898052866                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst               7507922006                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst               8900442549                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       1.452940                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.843545                       # Average fanout of values written-back ((Count/Count))
system.cpu0.lsq0.forwLoads                   73044967                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads               15484674                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses               23920                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation              97049                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores               5845661                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads                6809                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache               1007410                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples        2824877821                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean            21.258373                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev           54.333646                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9            2311874236     81.84%     81.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19            14854858      0.53%     82.37% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29            18090226      0.64%     83.01% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39            32115503      1.14%     84.14% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49            39443590      1.40%     85.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59            43116964      1.53%     87.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::60-69            41142682      1.46%     88.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79            41092747      1.45%     89.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89            37576615      1.33%     91.31% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::90-99            34005071      1.20%     92.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::100-109          28575900      1.01%     93.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119          29883687      1.06%     94.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129          23592920      0.84%     95.42% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139          18009271      0.64%     96.05% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149          14874595      0.53%     96.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159          11731402      0.42%     96.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::160-169          11011182      0.39%     97.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::170-179          10391351      0.37%     97.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::180-189           9035627      0.32%     98.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::190-199           7219077      0.26%     98.33% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::200-209           5894379      0.21%     98.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::210-219           4885010      0.17%     98.71% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229           4466763      0.16%     98.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::230-239           4067549      0.14%     99.01% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249           3094115      0.11%     99.12% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::250-259           2491147      0.09%     99.21% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269           2159868      0.08%     99.29% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279           1795944      0.06%     99.35% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289           1627144      0.06%     99.41% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299           1437342      0.05%     99.46% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows        15321056      0.54%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value            3708                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total          2824877821                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.readHits                        0                       # read hits (Count)
system.cpu0.mmu.dtb.readMisses                      0                       # read misses (Count)
system.cpu0.mmu.dtb.readAccesses                    0                       # read accesses (Count)
system.cpu0.mmu.dtb.writeHits                       0                       # write hits (Count)
system.cpu0.mmu.dtb.writeMisses                     0                       # write misses (Count)
system.cpu0.mmu.dtb.writeAccesses                   0                       # write accesses (Count)
system.cpu0.mmu.dtb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu0.mmu.dtb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu0.mmu.dtb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 7500690643000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.readHits                        0                       # read hits (Count)
system.cpu0.mmu.itb.readMisses                      0                       # read misses (Count)
system.cpu0.mmu.itb.readAccesses                    0                       # read accesses (Count)
system.cpu0.mmu.itb.writeHits                       0                       # write hits (Count)
system.cpu0.mmu.itb.writeMisses                     0                       # write misses (Count)
system.cpu0.mmu.itb.writeAccesses                   0                       # write accesses (Count)
system.cpu0.mmu.itb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu0.mmu.itb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu0.mmu.itb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 7500690643000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON 7500690643000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles               4107910                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles               563154585                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles             1661085493                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles      13685542                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles               1140330587                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles           4114341825                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts           10951639270                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents             33512020                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents             729290938                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents            3249335304                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents             245550192                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands         9689643047                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                17537375795                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups              9791498661                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups               7619055429                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps           9627518114                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                62124856                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                 223969                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing             224103                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts               4187868813                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                     17693448455                       # The number of ROB reads (Count)
system.cpu0.rob.writes                    21865163802                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts             10876243540                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps               10876258509                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                  437                       # Number of system calls (Count)
system.cpu1.numCycles                      7500690652                       # Number of cpu cycles simulated (Cycle)
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                    10931590217                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                  273071                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                   11414363520                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued               2285045                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined            52709715                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined         40759402                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved               5270                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples         7496669249                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              1.522591                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             1.969959                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0               3382166580     45.12%     45.12% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1               1429510519     19.07%     64.18% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                874460868     11.66%     75.85% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                570141500      7.61%     83.45% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                471973484      6.30%     89.75% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5                315850080      4.21%     93.96% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6                216916820      2.89%     96.86% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::7                128333675      1.71%     98.57% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::8                107315723      1.43%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::total           7496669249                       # Number of insts issued each cycle (Count)
system.cpu1.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntAlu                6973173      0.88%      0.88% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntMult                 98560      0.01%      0.89% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntDiv                   3603      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatAdd              2442581      0.31%      1.20% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCmp               372329      0.05%      1.25% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCvt              3197999      0.40%      1.65% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMult           182009895     22.99%     24.65% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMultAcc        255759718     32.31%     56.96% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatDiv            186247013     23.53%     80.49% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMisc            11909455      1.50%     81.99% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatSqrt            46512402      5.88%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAdd                     0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAddAcc                  0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdAlu                     0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdCmp                     0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdCvt                     0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMisc                    0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMult                    0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdMultAcc                 0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdShift                   0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdShiftAcc                0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdDiv                     0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdSqrt                    0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatAdd                0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatAlu                0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatCmp                0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatCvt                0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatDiv                0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMisc               0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMult               0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatMultAcc            0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdFloatSqrt               0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceAdd               0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceAlu               0      0.00%     87.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::SimdReduceCmp               0      0.00%     87.87% # attempts to use FU when none available (Count)
