
---------- Begin Simulation Statistics ----------
simSeconds                                  10.193699                       # Number of seconds simulated (Second)
simTicks                                 10193698536000                       # Number of ticks simulated (Tick)
finalTick                                10193698536000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248929.51                       # Real time elapsed on the host (Second)
hostTickRate                                 40950141                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16926012                       # Number of bytes of host memory used (Byte)
simInsts                                  69073642920                       # Number of instructions simulated (Count)
simOps                                    69073642936                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   277483                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     277483                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                     10193698570                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                    43054790392                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   11141                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                   40079274818                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued             154265706                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined          8518110769                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined       5334912117                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              11059                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples        10193576389                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              3.931817                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.778600                       # Number of insts issued each cycle (Count)
system.cpu0.dcache.LoadLockedReq.avgMissLatency::total        70000                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu0.dcache.LoadLockedReq.mshrHits::cpu0.data            2                       # number of LoadLockedReq MSHR hits (Count)
system.cpu0.dcache.LoadLockedReq.mshrHits::total            2                       # number of LoadLockedReq MSHR hits (Count)
system.cpu0.dcache.LoadLockedReq.mshrMisses::cpu0.data            1                       # number of LoadLockedReq MSHR misses (Count)
system.cpu0.dcache.LoadLockedReq.mshrMisses::total            1                       # number of LoadLockedReq MSHR misses (Count)
system.cpu0.dcache.LoadLockedReq.mshrMissLatency::cpu0.data        97000                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.mshrMissLatency::total        97000                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.mshrMissRate::cpu0.data     0.000148                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.mshrMissRate::total     0.000148                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.avgMshrMissLatency::cpu0.data        97000                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.LoadLockedReq.avgMshrMissLatency::total        97000                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.hits::cpu0.data   8315877725                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.hits::total     8315877725                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.misses::cpu0.data          786                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.misses::total          786                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.missLatency::cpu0.data     33447000                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.missLatency::total     33447000                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.accesses::cpu0.data   8315878511                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.accesses::total   8315878511                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.missRate::cpu0.data     0.000000                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.missRate::total     0.000000                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMissLatency::cpu0.data 42553.435115                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMissLatency::total 42553.435115                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.mshrHits::cpu0.data          304                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrHits::total          304                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrMisses::cpu0.data          482                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMisses::total          482                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMissLatency::cpu0.data     19045000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissLatency::total     19045000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissRate::cpu0.data     0.000000                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.mshrMissRate::total     0.000000                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMshrMissLatency::cpu0.data 39512.448133                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMshrMissLatency::total 39512.448133                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.StoreCondReq.hits::cpu0.data            8                       # number of StoreCondReq hits (Count)
system.cpu0.dcache.StoreCondReq.hits::total            8                       # number of StoreCondReq hits (Count)
system.cpu0.dcache.StoreCondReq.accesses::cpu0.data            8                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu0.dcache.StoreCondReq.accesses::total            8                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu0.dcache.SwapReq.hits::cpu0.data           10                       # number of SwapReq hits (Count)
system.cpu0.dcache.SwapReq.hits::total             10                       # number of SwapReq hits (Count)
system.cpu0.dcache.SwapReq.accesses::cpu0.data           10                       # number of SwapReq accesses(hits+misses) (Count)
system.cpu0.dcache.SwapReq.accesses::total           10                       # number of SwapReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.hits::cpu0.data   4695539923                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.hits::total    4695539923                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.misses::cpu0.data         5968                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.misses::total         5968                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.missLatency::cpu0.data    335916000                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.missLatency::total    335916000                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.accesses::cpu0.data   4695545891                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.accesses::total   4695545891                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.missRate::cpu0.data     0.000001                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.missRate::total     0.000001                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMissLatency::cpu0.data 56286.193029                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMissLatency::total 56286.193029                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.mshrHits::cpu0.data         5303                       # number of WriteReq MSHR hits (Count)
system.cpu0.dcache.WriteReq.mshrHits::total         5303                       # number of WriteReq MSHR hits (Count)
system.cpu0.dcache.WriteReq.mshrMisses::cpu0.data          665                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMisses::total          665                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMissLatency::cpu0.data     40740000                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissLatency::total     40740000                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissRate::cpu0.data     0.000000                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.mshrMissRate::total     0.000000                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMshrMissLatency::cpu0.data 61263.157895                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMshrMissLatency::total 61263.157895                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 10193698536000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.prefetcher.demandMshrMisses         1147                       # demands not covered by prefetchs (Count)
system.cpu0.dcache.prefetcher.pfIssued           3193                       # number of hwpf issued (Count)
system.cpu0.dcache.prefetcher.pfUnused             53                       # number of HardPF blocks evicted w/o reference (Count)
system.cpu0.dcache.prefetcher.pfUseful            454                       # number of useful prefetch (Count)
system.cpu0.dcache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu0.dcache.prefetcher.accuracy       0.142186                       # accuracy of the prefetcher (Count)
system.cpu0.dcache.prefetcher.coverage       0.283573                       # coverage brought by this prefetcher (Count)
system.cpu0.dcache.prefetcher.pfHitInCache          718                       # number of prefetches hitting in cache (Count)
system.cpu0.dcache.prefetcher.pfHitInMSHR         1651                       # number of prefetches hitting in a MSHR (Count)
system.cpu0.dcache.prefetcher.pfHitInWB             0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu0.dcache.prefetcher.pfLate             2369                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu0.dcache.prefetcher.pfIdentified        11649                       # number of prefetch candidates identified (Count)
system.cpu0.dcache.prefetcher.pfBufferHit         6409                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu0.dcache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu0.dcache.prefetcher.pfRemovedDemand          151                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu0.dcache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu0.dcache.prefetcher.pfSpanPage          443                       # number of prefetches that crossed the page (Count)
system.cpu0.dcache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu0.dcache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 10193698536000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.tags.tagsInUse          511.998608                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dcache.tags.totalRefs          7485322385                       # Total number of references to valid blocks. (Count)
system.cpu0.dcache.tags.sampledRefs              1972                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs          3795802.426471                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick             236000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.data   352.553937                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.occupancies::cpu0.dcache.prefetcher   159.444671                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.data     0.688582                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.dcache.prefetcher     0.311415                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.999997                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1022          142                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.occupanciesTaskId::1024          370                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1022::4          142                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::4          370                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1022     0.277344                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.ratioOccsTaskId::1024     0.722656                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses      104091451492                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses     104091451492                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 10193698536000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.decode.idleCycles               897806971                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles           1251434201                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles               7144583586                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles            616565385                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles             283186246                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved          3645098893                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred              5374263                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts           47531175186                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts             20554689                       # Number of squashed instructions handled by decode (Count)
system.cpu0.fetch.icacheStallCycles         254294039                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu0.fetch.insts                   49826003724                       # Number of instructions fetch has processed (Count)
system.cpu0.fetch.branches                 7632442831                       # Number of branches that fetch encountered (Count)
system.cpu0.fetch.predictedBranches        3845248959                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                   9650891592                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles              576781516                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.cacheLines               4978031307                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes              1129999                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples       10193576389                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             4.887983                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            2.781908                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0               801220051      7.86%      7.86% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1               650517900      6.38%     14.24% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2              1405556205     13.79%     28.03% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3               521572572      5.12%     33.15% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4              1140570671     11.19%     44.34% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5               937280698      9.19%     53.53% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6               894047761      8.77%     62.30% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7               555778855      5.45%     67.75% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8              3287031676     32.25%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total         10193576389                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.branchRate                 0.748741                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetch.rate                       4.887922                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.icache.demandHits::cpu0.inst   4975853129                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total       4975853129                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst   4975853129                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total      4975853129                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst      2178178                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total        2178178                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst      2178178                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total       2178178                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst  28296367000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total  28296367000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst  28296367000                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total  28296367000                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst   4978031307                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total   4978031307                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst   4978031307                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total   4978031307                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.000438                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.000438                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.000438                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.000438                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 12990.842346                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 12990.842346                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 12990.842346                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 12990.842346                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs           nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks      1885582                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total          1885582                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst       292084                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total       292084                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst       292084                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total       292084                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst      1886094                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total      1886094                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst      1886094                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total      1886094                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst  25020020000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total  25020020000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst  25020020000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total  25020020000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.000379                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.000379                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.000379                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.000379                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 13265.521231                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 13265.521231                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 13265.521231                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 13265.521231                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements               1885582                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst   4975853129                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total     4975853129                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst      2178178                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total      2178178                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst  28296367000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total  28296367000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst   4978031307                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total   4978031307                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.000438                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.000438                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 12990.842346                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 12990.842346                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst       292084                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total       292084                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst      1886094                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total      1886094                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst  25020020000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total  25020020000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.000379                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.000379                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 13265.521231                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 13265.521231                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED 10193698536000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.prefetcher.demandMshrMisses      1886094                       # demands not covered by prefetchs (Count)
system.cpu0.icache.prefetcher.pfIssued              0                       # number of hwpf issued (Count)
system.cpu0.icache.prefetcher.pfUseful              0                       # number of useful prefetch (Count)
system.cpu0.icache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu0.icache.prefetcher.accuracy            nan                       # accuracy of the prefetcher (Count)
system.cpu0.icache.prefetcher.coverage              0                       # coverage brought by this prefetcher (Count)
system.cpu0.icache.prefetcher.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu0.icache.prefetcher.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu0.icache.prefetcher.pfHitInWB             0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu0.icache.prefetcher.pfLate                0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu0.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified (Count)
system.cpu0.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu0.icache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu0.icache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu0.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu0.icache.prefetcher.pfSpanPage            0                       # number of prefetches that crossed the page (Count)
system.cpu0.icache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu0.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 10193698536000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          511.998848                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs          4977739223                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs           1886094                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs           2639.178759                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              79000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   511.998848                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.999998                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.999998                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::2           11                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::3          497                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::4            4                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses       39826136550                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses      39826136550                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 10193698536000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                283186246                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                 936405650                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                  778630                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts           43054801533                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts            23139820                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts              9375948740                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts             5461518080                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                11110                       # Number of dispatched non-speculative instructions (Count)
