
---------- Begin Simulation Statistics ----------
simSeconds                                   5.606850                       # Number of seconds simulated (Second)
simTicks                                 5606850472000                       # Number of ticks simulated (Tick)
finalTick                                5606850472000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                 248893.08                       # Real time elapsed on the host (Second)
hostTickRate                                 22527144                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   17018472                       # Number of bytes of host memory used (Byte)
simInsts                                   9090681930                       # Number of instructions simulated (Count)
simOps                                     9090770170                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    36524                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      36525                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       5606850516                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      9330347749                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3305260                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     9470836088                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                9409900                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            242882733                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         172505259                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved              217305                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          5603266755                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.690235                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.975160                       # Number of insts issued each cycle (Count)
system.cpu.dcache.LoadLockedReq.avgMshrMissLatency::cpu.data        77200                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.avgMshrMissLatency::total        77200                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.hits::cpu.data   2046076488                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.hits::total      2046076488                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.misses::cpu.data    108881288                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.misses::total     108881288                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.missLatency::cpu.data 2912615773000                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.missLatency::total 2912615773000                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.accesses::cpu.data   2154957776                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.accesses::total   2154957776                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.missRate::cpu.data     0.050526                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.missRate::total     0.050526                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMissLatency::cpu.data 26750.379487                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMissLatency::total 26750.379487                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.mshrHits::cpu.data     34135146                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrHits::total     34135146                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrMisses::cpu.data     74746142                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMisses::total     74746142                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMissLatency::cpu.data 2020356166000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissLatency::total 2020356166000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissRate::cpu.data     0.034686                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.mshrMissRate::total     0.034686                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMshrMissLatency::cpu.data 27029.571185                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMshrMissLatency::total 27029.571185                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.StoreCondReq.hits::cpu.data           32                       # number of StoreCondReq hits (Count)
system.cpu.dcache.StoreCondReq.hits::total           32                       # number of StoreCondReq hits (Count)
system.cpu.dcache.StoreCondReq.accesses::cpu.data           32                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu.dcache.StoreCondReq.accesses::total           32                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu.dcache.SwapReq.hits::cpu.data       531348                       # number of SwapReq hits (Count)
system.cpu.dcache.SwapReq.hits::total          531348                       # number of SwapReq hits (Count)
system.cpu.dcache.SwapReq.misses::cpu.data         4301                       # number of SwapReq misses (Count)
system.cpu.dcache.SwapReq.misses::total          4301                       # number of SwapReq misses (Count)
system.cpu.dcache.SwapReq.missLatency::cpu.data     60351000                       # number of SwapReq miss ticks (Tick)
system.cpu.dcache.SwapReq.missLatency::total     60351000                       # number of SwapReq miss ticks (Tick)
system.cpu.dcache.SwapReq.accesses::cpu.data       535649                       # number of SwapReq accesses(hits+misses) (Count)
system.cpu.dcache.SwapReq.accesses::total       535649                       # number of SwapReq accesses(hits+misses) (Count)
system.cpu.dcache.SwapReq.missRate::cpu.data     0.008030                       # miss rate for SwapReq accesses (Ratio)
system.cpu.dcache.SwapReq.missRate::total     0.008030                       # miss rate for SwapReq accesses (Ratio)
system.cpu.dcache.SwapReq.avgMissLatency::cpu.data 14031.853057                       # average SwapReq miss latency ((Tick/Count))
system.cpu.dcache.SwapReq.avgMissLatency::total 14031.853057                       # average SwapReq miss latency ((Tick/Count))
system.cpu.dcache.SwapReq.mshrMisses::cpu.data         4301                       # number of SwapReq MSHR misses (Count)
system.cpu.dcache.SwapReq.mshrMisses::total         4301                       # number of SwapReq MSHR misses (Count)
system.cpu.dcache.SwapReq.mshrMissLatency::cpu.data     56050000                       # number of SwapReq MSHR miss ticks (Tick)
system.cpu.dcache.SwapReq.mshrMissLatency::total     56050000                       # number of SwapReq MSHR miss ticks (Tick)
system.cpu.dcache.SwapReq.mshrMissRate::cpu.data     0.008030                       # mshr miss rate for SwapReq accesses (Ratio)
system.cpu.dcache.SwapReq.mshrMissRate::total     0.008030                       # mshr miss rate for SwapReq accesses (Ratio)
system.cpu.dcache.SwapReq.avgMshrMissLatency::cpu.data 13031.853057                       # average SwapReq mshr miss latency ((Tick/Count))
system.cpu.dcache.SwapReq.avgMshrMissLatency::total 13031.853057                       # average SwapReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.hits::cpu.data    634496841                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.hits::total      634496841                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.misses::cpu.data     63661112                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.misses::total     63661112                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.missLatency::cpu.data 3093839048203                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.missLatency::total 3093839048203                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.accesses::cpu.data    698157953                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.accesses::total    698157953                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.missRate::cpu.data     0.091184                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.missRate::total     0.091184                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMissLatency::cpu.data 48598.570635                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMissLatency::total 48598.570635                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.mshrHits::cpu.data     47240957                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrHits::total     47240957                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrMisses::cpu.data     16420155                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMisses::total     16420155                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMissLatency::cpu.data 484162655373                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissLatency::total 484162655373                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissRate::cpu.data     0.023519                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.mshrMissRate::total     0.023519                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMshrMissLatency::cpu.data 29485.876070                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMshrMissLatency::total 29485.876070                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 5606850472000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.prefetcher.demandMshrMisses     91166297                       # demands not covered by prefetchs (Count)
system.cpu.dcache.prefetcher.pfIssued        73486006                       # number of hwpf issued (Count)
system.cpu.dcache.prefetcher.pfUnused         1878148                       # number of HardPF blocks evicted w/o reference (Count)
system.cpu.dcache.prefetcher.pfUseful        22342327                       # number of useful prefetch (Count)
system.cpu.dcache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu.dcache.prefetcher.accuracy        0.304035                       # accuracy of the prefetcher (Count)
system.cpu.dcache.prefetcher.coverage        0.196834                       # coverage brought by this prefetcher (Count)
system.cpu.dcache.prefetcher.pfHitInCache     20477164                       # number of prefetches hitting in cache (Count)
system.cpu.dcache.prefetcher.pfHitInMSHR     25939093                       # number of prefetches hitting in a MSHR (Count)
system.cpu.dcache.prefetcher.pfHitInWB            653                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.dcache.prefetcher.pfLate          46416910                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.dcache.prefetcher.pfIdentified    109169863                       # number of prefetch candidates identified (Count)
system.cpu.dcache.prefetcher.pfBufferHit     27733239                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu.dcache.prefetcher.pfInCache              0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu.dcache.prefetcher.pfRemovedDemand      1529036                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu.dcache.prefetcher.pfRemovedFull        79659                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.dcache.prefetcher.pfSpanPage      97150041                       # number of prefetches that crossed the page (Count)
system.cpu.dcache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.dcache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 5606850472000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.tags.tagsInUse           511.998051                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs           1215542454                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs          118239699                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs              10.280324                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick              229000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data   391.638078                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.occupancies::cpu.dcache.prefetcher   120.359973                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.764918                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::cpu.dcache.prefetcher     0.235078                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.999996                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1022          172                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.occupanciesTaskId::1024          340                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1022::0           52                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1022::1          120                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           98                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1          242                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1022     0.335938                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.ratioOccsTaskId::1024     0.664062                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses        22947452275                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses       22947452275                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 5606850472000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                281874767                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles            4009379417                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                 739601179                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles             560975095                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles               11436297                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved            467384228                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                350039                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts             9476602437                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts               1336540                       # Number of squashed instructions handled by decode (Count)
system.cpu.fetch.icacheStallCycles           51495698                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu.fetch.insts                     9720639259                       # Number of instructions fetch has processed (Count)
system.cpu.fetch.branches                   706965497                       # Number of branches that fetch encountered (Count)
system.cpu.fetch.predictedBranches          526714809                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                    5539998822                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                23543886                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                   42                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles           250                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.cacheLines                 895150215                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes               1026442                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples         5603266755                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.734860                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             2.888168                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0               3743999221     66.82%     66.82% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                210861767      3.76%     70.58% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                197730919      3.53%     74.11% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                166222189      2.97%     77.08% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                232736016      4.15%     81.23% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                121938353      2.18%     83.41% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                136395178      2.43%     85.84% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                 90176702      1.61%     87.45% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                703206410     12.55%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total           5603266755                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.branchRate                  0.126090                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetch.rate                        1.733708                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.icache.demandHits::cpu.inst      891421788                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         891421788                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     891421788                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        891421788                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst      3728427                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total         3728427                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst      3728427                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total        3728427                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst  68350265000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total  68350265000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst  68350265000                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total  68350265000                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    895150215                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     895150215                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    895150215                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    895150215                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.004165                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.004165                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.004165                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.004165                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 18332.198807                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 18332.198807                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 18332.198807                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 18332.198807                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks      3577433                       # number of writebacks (Count)
system.cpu.icache.writebacks::total           3577433                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst       150477                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total        150477                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst       150477                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total       150477                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      3577950                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      3577950                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      3577950                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      3577950                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  60153715000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  60153715000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  60153715000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  60153715000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.003997                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.003997                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.003997                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.003997                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 16812.340866                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 16812.340866                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 16812.340866                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 16812.340866                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                3577433                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    891421788                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       891421788                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      3728427                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       3728427                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  68350265000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  68350265000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    895150215                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    895150215                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.004165                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.004165                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 18332.198807                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 18332.198807                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst       150477                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total       150477                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      3577950                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      3577950                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  60153715000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  60153715000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.003997                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.003997                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 16812.340866                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 16812.340866                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 5606850472000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.prefetcher.demandMshrMisses      3577950                       # demands not covered by prefetchs (Count)
system.cpu.icache.prefetcher.pfIssued               0                       # number of hwpf issued (Count)
system.cpu.icache.prefetcher.pfUseful               0                       # number of useful prefetch (Count)
system.cpu.icache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu.icache.prefetcher.accuracy             nan                       # accuracy of the prefetcher (Count)
system.cpu.icache.prefetcher.coverage               0                       # coverage brought by this prefetcher (Count)
system.cpu.icache.prefetcher.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu.icache.prefetcher.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu.icache.prefetcher.pfHitInWB              0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.icache.prefetcher.pfLate                 0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified (Count)
system.cpu.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu.icache.prefetcher.pfInCache              0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu.icache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.icache.prefetcher.pfSpanPage             0                       # number of prefetches that crossed the page (Count)
system.cpu.icache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 5606850472000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.996878                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            894999738                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            3577950                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             250.143165                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               79000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.996878                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999994                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999994                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::3           47                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          465                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses         7164779670                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses        7164779670                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 5606850472000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                  11436297                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                  272420098                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                591785604                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             9333653009                       # Number of instructions dispatched to IQ (Count)
